newpoint	0	1	1	0	12780.0	20082.0	504.5	12517	19916
newpoint	1	1	1	0	10638.0	16420.0	298.0	10621	16380
newpoint	2	1	3	0	3687.0	17583.0	126.12499999999999	3740	17459
newpoint	3	1	0	0	8285.0	18345.0	298.0	8216	18354
newpoint	4	1	2	0	11730.0	16535.0	252.25	11745	16487
point	4	2	2	1	11783.510594858397	16294.510594858397	252.25	11742	16253
point	3	2	0	1	8018.957328987679	18242.629855287607	298.0	7980	18219
point	2	2	3	1	3736.5701686117927	17467.02451117241	126.12499999999999	3740	17459
point	1	2	1	1	10474.738687750656	16266.945570376267	298.0	10189	16288
point	0	2	1	1	12433.03326599805	19755.00035639547	504.5	12393	19662
newpoint	5	1	0	1	6560.0	19800.0	298.0	6561	19857
newpoint	6	1	1	1	9622.0	7164.0	298.0	9748	7199
newpoint	7	1	0	1	12877.0	4507.0	448.0	12931	4553
newpoint	8	1	2	1	9181.0	13985.0	252.25	8933	13579
newpoint	9	1	1	1	4240.0	17932.0	504.5	4410	17879
point	9	2	1	2	4724.073640989203	17795.99263590108	504.5	4744	17794
point	8	2	2	2	9049.507131377622	13769.73344894885	252.25	8933	13579
point	7	2	0	2	13213.567977133203	4802.5679771332025	448.0	13265	4854
point	6	2	1	2	9701.271275896781	7359.5678498440375	298.0	9654	7522
point	5	2	0	2	6794.349062515505	19800.508152004066	298.0	6857	19792
point	4	3	2	2	11667.456796872078	16074.63097761248	252.25	11657	16054
point	3	3	0	2	7763.139970546644	18089.78756578404	298.0	7740	18076
point	2	3	3	2	3785.5353146208777	17350.79242439555	126.125	3833	17238
point	1	3	1	2	10186.438374725889	16270.922498172593	448.00000000000006	10183	16248
point	0	3	1	2	12208.44448661755	19303.462466189303	504.5	12201	19289
newpoint	10	1	0	2	16825.0	18588.0	672.0	16575	18505
newpoint	11	1	4	2	13782.0	19641.0	63.0625	14065	20013
newpoint	12	1	2	2	11905.0	28288.0	252.25	11813	28261
newpoint	13	1	0	2	9259.0	9879.0	298.0	9199	9929
newpoint	14	1	0	2	11762.0	27996.0	198.0	11735	28084
point	14	2	0	3	11832.61954631012	28125.183246099583	198.0	11863	28138
point	13	2	0	3	9178.908805216373	10098.870661353694	298.0	9167	10111
point	12	2	2	3	11662.646628670962	28218.04189390599	252.25	11589	28197
point	11	2	4	3	13820.182005243933	19691.189773677535	63.0625	14065	20013
point	10	2	0	3	16166.599710717088	18493.759722090585	672.0	15838	18490
point	9	3	1	3	5153.947004584272	17840.211360278747	298.0	5079	18012
point	8	3	2	3	8917.977404903708	13554.48945010605	252.24999999999997	8838	13424
point	7	3	0	3	13549.198982437674	5091.145894438756	672.0	13461	5489
point	6	3	1	3	9700.248919385342	7642.891446619071	448.0	9992	7896
disappearpoint	5	2	0	3	6857.0	19792.0	0.0	6857	19792
point	4	4	2	3	11551.915584890292	15850.39894572494	252.25	11513	15775
point	3	4	0	3	7335.49160730517	18004.24820695976	672.0	7255	17998
point	2	4	3	3	3834.4628178624516	17234.544357803195	126.125	3902	17075
point	1	4	1	3	10028.58247067614	15852.33968255512	448.0	10028	15851
point	0	4	1	3	12069.055850453178	18924.46899465489	448.0	12116	18902
newpoint	15	1	0	3	8001.0	20731.0	298.0	8044	20726
newpoint	16	1	2	3	5373.0	19679.0	252.25	5361	19626
newpoint	17	1	0	3	14826.0	21040.0	298.0	14826	21162
newpoint	18	1	0	3	15303.0	23276.0	198.0	15297	23324
newpoint	19	1	1	3	13321.0	21350.0	298.0	13179	21252
point	19	2	1	4	13064.848692971638	21199.930982758993	298.0	13008	21174
point	18	2	0	4	15358.318506046615	23443.693812492944	298.0	15593	23581
point	17	2	0	4	14986.105569149577	21318.53808088578	298.0	14984	21325
point	16	2	2	4	5264.578361658505	19453.16876146336	252.25	5255	19436
point	15	2	0	4	8290.166910249056	20777.364568109435	298.0	8344	20774
point	13	3	0	4	9078.719837488758	10318.940543187795	298.0	9176	10401
point	12	3	2	4	11467.382891260899	28070.25445896467	252.25	11423	28024
point	11	3	4	4	13858.364010487865	19741.379547355074	63.0625	14065	20013
point	10	3	0	4	15497.475946354522	18534.013600664617	672.0	15301	18562
point	9	4	1	4	5038.112207486344	18114.679407181873	298.0	5031	18135
point	8	4	2	4	8785.556232417217	13339.79451402201	252.25	8696	13196
point	7	4	0	4	13411.545222859071	5748.822112740404	672.0	13394	5841
point	6	4	1	4	10016.776035722647	7945.200419533224	448.0	10078	7970
point	14	3	0	4	11923.380245122466	28295.14203810473	298.0	12080	28356
point	4	5	2	4	11436.149092441798	15626.283275639416	252.25	11416	15588
point	3	5	0	4	6667.932040751356	17938.0095414009	672.0	6598	17936
point	2	5	3	4	3883.629406068333	17118.397200157415	126.125	3902	17075
point	1	5	1	4	9679.670421792518	15703.2223185075	448.0	9632	15702
point	0	5	1	4	12179.614949009901	18536.692185965338	448.0	12188	18465
newpoint	20	1	0	4	11694.0	27916.0	298.0	11860	27952
newpoint	21	1	4	4	11196.0	15913.0	63.0625	11513	15775
newpoint	22	1	1	4	11937.0	7089.0	298.0	12303	7070
newpoint	23	1	1	4	12955.0	28670.0	298.0	12998	28639
newpoint	24	1	2	4	12645.0	21510.0	198.0	12474	21403
point	24	2	2	5	12477.151503379846	21404.971993342944	198.0	12474	21403
point	23	2	1	5	13238.636810070104	28593.01844393565	298.00000000000006	13312	28579
point	22	2	1	5	12234.599267475869	7073.55085769934	298.0	12303	7070
point	21	2	4	5	11253.821124839691	15887.828658587137	63.0625	11513	15775
point	20	2	0	5	11882.842929333428	28077.696296890295	298.0	11883	28080
point	19	3	1	5	13062.308002260896	20945.246657874297	298.0	13067	20927
point	18	3	0	5	15615.606322305748	23594.049177916328	298.0	15716	23652
point	17	3	0	5	14935.0	21611.341939823196	298.0	14935	21619
point	16	3	2	5	5447.665957330042	19305.70168677251	252.25	5517	19259
point	15	3	0	5	8504.14387412981	20384.693643857394	672.0	8802	19982
point	13	4	0	5	9299.07786439674	10518.401228440065	298.0	9362	10615
disappearpoint	12	3	2	5	11423.0	28024.0	0.0	11423	28024
point	11	4	4	5	13896.546015731798	19791.56932103261	63.0625	14065	20013
point	10	4	0	5	14846.485143091324	18681.014473005343	672.0	14737	18728
point	9	5	1	5	4960.468906787696	18401.936445246407	297.99999999999994	4956	18432
point	8	5	2	5	8656.54109533115	13123.152791380584	252.25	8631	13076
point	7	5	0	5	13389.352503998418	6419.148502596852	672.0	13389	6463
point	6	5	1	5	10335.64141491103	7920.852780379598	298.0	10389	7900
point	14	4	0	5	12163.27450010308	28261.437916580766	298.0	12393	28070
point	4	6	2	5	11319.84844878168	15402.444374841838	252.25	11302	15368
point	3	6	0	5	6010.398107855215	17843.7859413445	672.0	5964	17826
point	2	6	3	5	3932.674662702917	17002.19880051841	126.125	3977	16897
point	1	6	1	5	9278.747643968916	15690.627760589849	448.0	9231	15689
point	0	6	1	5	12206.046075320037	18111.3586177404	448.0	12118	18114
newpoint	25	1	0	5	6760.0	15448.0	132.0	6732	15390
newpoint	26	1	0	5	11798.0	22558.0	672.0	11931	22639
newpoint	27	1	0	5	15492.0	12165.0	448.0	15402	12206
newpoint	28	1	1	5	11666.0	18650.0	198.0	11579	18731
newpoint	29	1	3	5	8811.0	12064.0	126.12500000000001	8985	11992
point	29	2	3	6	8927.54162298921	12015.775880142395	126.12500000000001	8985	11992
point	28	2	1	6	11705.366653120807	18807.688524479618	448.0	11974	18944
point	27	2	0	6	15120.187187300824	12411.86301106972	448.00000000000006	15016	12494
point	26	2	0	6	12137.4331697433	22165.791657049973	672.0	12191	22043
point	25	2	0	6	6745.589940269872	15323.785184642538	132.0	6779	15161
point	23	3	1	6	13402.0	28416.1931916474	298.0	13402	28278
point	22	3	1	6	12299.442176991468	6840.52041594966	298.0	12299	6812
point	21	3	4	6	11311.642249679382	15862.657317174275	63.0625	11513	15775
point	20	3	0	6	11910.299130033918	28290.059090527466	298.0	12080	28356
point	19	4	1	6	12866.048248357745	20817.978694047408	298.0	12929	20567
point	18	4	0	6	15837.742980519926	23516.606587939772	298.0	16262	23042
point	17	4	0	6	14952.849511744318	21908.36181659309	298.0	14958	21946
point	16	4	2	6	5683.992884305604	19262.61303639377	252.25	5872	19289
point	15	4	0	6	8854.272251246979	19823.39865318926	672.0	8843	19730
point	13	5	0	6	9462.03475741639	10767.898653612043	298.0	9485	10803
point	24	3	2	6	12569.545506868773	21174.739671180538	252.25	12578	21152
point	11	5	4	6	13934.72802097573	19841.759094710145	63.0625	14065	20013
point	10	5	0	6	14228.549447478608	18945.096321656856	672.0	14203	18956
point	9	6	1	6	5070.397047856716	18673.334538534924	298.0	5074	18680
point	8	6	2	6	8529.643813983965	12905.182931259687	252.25	8488	12835
point	7	6	0	6	13557.93931887239	6815.482434410429	298.0	13615	6832
disappearpoint	6	5	1	6	10389.0	7900.0	0.0	10389	7900
point	14	5	0	6	12392.204441423099	28070.66296548075	298.0	12393	28070
point	4	7	2	6	11231.61878990016	15166.904940337785	252.25000000000003	11215	15107
point	3	7	0	6	5347.601677493412	17824.164150974408	672.0	5168	17808
point	2	7	3	6	3968.1182371229092	16888.976378463693	126.125	3770	16710
point	1	7	1	6	8847.265935254565	15735.526593525456	448.0	8822	15733
point	0	7	1	6	11932.11766169879	17814.654882229053	448.0	11836	17634
newpoint	30	1	0	6	12067.0	11487.0	298.0	12059	11616
newpoint	31	1	2	6	12635.0	26784.0	252.25	12418	26860
newpoint	32	1	0	6	5524.0	22095.0	298.0	5735	21994
newpoint	33	1	2	6	18140.0	9401.0	132.0	18203	9726
newpoint	34	1	0	6	7652.0	14383.0	298.0	7674	14418
point	34	2	0	7	7871.017729790663	14582.494087024932	298.0	8370	14998
point	33	2	2	7	18165.120084243626	9530.587736177438	132.0	18203	9726
point	32	2	0	7	5791.532178700116	21964.168248917176	298.0	5897	21875
point	31	2	2	7	12395.94361031046	26863.459825833652	252.25	12316	26876
point	30	2	0	7	12212.17779964427	11686.808605495937	298.0	12271	11714
point	28	3	1	7	12102.975154565087	18978.604969086984	448.0	12136	18972
point	27	3	0	7	14769.30240880641	12689.825976602615	448.0	14631	12806
